0.04000,0.00040,0.00034,0.28919,-0.00706,-0.00442,0.00265,0.99996,-0.08939,0.74304,-1.54696,0.07484,1.06874,-1.94785,-0.12498,0.86124,-1.71460,0.11806,0.75432,-1.58602,-0.02782,0.00406,0.04899,-0.31239,-0.06959,0.29617,0.13501,-0.21919,0.68034,0.82841,5.72589,0.30176,-1.11394,1.33360,0.03419,0.46003,-0.33409,0.28946
0.08000,-0.00090,0.00080,0.29062,0.01145,-0.01259,0.00742,0.99983,-0.13266,0.74688,-1.52232,0.00851,1.31661,-2.15328,-0.26297,1.03622,-1.96722,0.08465,0.75877,-1.58151,-0.05205,0.00219,0.09415,-0.05327,-0.24689,0.04458,0.06949,-0.43856,1.02779,0.93415,1.29996,-0.91568,-1.79875,0.92175,-0.93302,0.05485,-0.13124,0.34363
0.12000,-0.00253,0.00038,0.29269,0.02528,-0.02277,0.00733,0.99939,-0.15685,0.74505,-1.49164,-0.02081,1.23255,-2.32112,-0.32376,1.17695,-2.24071,0.05810,0.77468,-1.58319,-0.02380,-0.02024,0.04421,0.04952,-0.50110,-0.27676,0.23990,-0.13326,0.76509,-0.22732,-2.81613,-1.71810,-0.42799,0.40958,-0.92354,-0.11259,0.76392,-0.39619
0.16000,-0.00395,-0.00073,0.29405,0.02426,-0.03342,0.00482,0.99913,-0.14624,0.74102,-1.45873,-0.01853,1.01418,-2.23870,-0.30034,1.17504,-2.30902,0.06166,0.80245,-1.60040,-0.03154,-0.03109,-0.00545,-0.17649,-0.52568,-0.03733,0.32497,0.06102,0.62903,-0.79135,-1.95765,-0.12999,0.37416,-0.55438,-0.27906,0.30858,0.76270,-0.66580
0.20000,-0.00581,-0.00299,0.29438,0.01984,-0.03387,0.00751,0.99920,-0.13337,0.73693,-1.45489,-0.00781,0.82951,-1.99043,-0.23771,1.06704,-2.04282,0.08120,0.78996,-1.59264,-0.03148,-0.08039,-0.05974,0.31504,0.04871,0.35764,-0.30300,0.36113,-0.65688,-1.09768,-0.88797,0.73904,1.51067,0.11526,1.28003,0.14477,-0.43495,0.16184
0.24000,-0.00598,-0.00723,0.29094,0.00684,-0.03228,0.01620,0.99932,-0.10018,0.77037,-1.48407,-0.00742,0.77034,-1.69702,-0.12951,0.96283,-1.64044,0.13324,0.77795,-1.59832,0.02496,-0.12097,-0.16269,-0.59761,0.12075,0.56995,0.56279,0.85731,-1.20646,-0.71074,1.17775,1.40898,1.39158,1.04709,-1.32576,1.39614,-0.22311,-0.42240
0.28000,-0.00281,-0.00859,0.28948,-0.04266,-0.00036,0.01605,0.99896,-0.03713,0.95239,-1.61292,0.09734,0.74883,-1.65344,-0.02037,0.85295,-1.54240,0.18132,0.83015,-1.60704,0.12213,0.05510,0.09776,-1.30856,2.35664,-0.48089,-1.44692,3.72874,0.99149,1.42129,-0.42722,-2.71014,0.95218,-4.70587,4.49591,-1.50528,1.88473,1.32599
0.32000,0.00244,-0.00728,0.29152,-0.05566,0.03443,0.00527,0.99784,-0.11992,1.29333,-2.02401,0.13789,0.74548,-1.72690,-0.00932,0.71873,-1.41187,0.13553,1.08690,-1.68122,0.12773,0.00582,0.06899,-0.57750,0.77256,-0.38042,-2.43571,6.44868,-0.87036,0.87066,0.11789,-0.53699,0.37389,-1.66920,2.04534,1.28399,4.26716,1.04248
0.36000,0.00715,-0.00808,0.29228,-0.04842,0.03560,-0.00138,0.99819,-0.24069,1.44502,-2.13079,0.13520,0.76100,-1.71443,-0.01983,0.73502,-1.40802,0.13310,1.25868,-1.82561,0.11231,-0.04420,0.02499,0.11244,-0.42474,-0.19676,-0.55842,-0.48569,-0.90355,0.14846,0.50673,0.84715,-0.12277,0.85634,-0.38726,0.58678,0.05005,-0.77268
0.40000,0.01130,-0.00993,0.29266,-0.03812,0.02820,-0.00385,0.99887,-0.33377,1.21092,-2.12109,0.12245,0.77699,-1.68309,-0.03809,0.77384,-1.43298,0.12891,1.07023,-1.86558,0.12305,-0.05325,-0.02594,0.05779,-0.76933,-0.03309,0.46739,-3.67233,-1.18621,0.11276,0.77511,0.88956,0.01425,1.81126,-1.27558,-0.38965,-3.91370,-1.57600
0.44000,0.01524,-0.01050,0.29269,-0.03066,0.02127,-0.00571,0.99929,-0.30557,0.88974,-1.97883,0.11038,0.79399,-1.65948,-0.05440,0.80936,-1.45342,0.10234,0.73921,-1.84260,0.11163,0.00678,-0.03679,0.58869,-0.33790,-0.23012,1.85558,-5.09680,-0.40946,-0.50952,0.61425,0.40254,-0.80050,0.95498,-0.69136,-0.83691,-5.68229,-1.47232
0.48000,0.02091,-0.01012,0.29126,-0.02200,0.00214,-0.00976,0.99971,-0.13655,0.74443,-1.69507,0.09412,0.83105,-1.61438,-0.08205,0.89271,-1.50935,0.10129,0.65215,-1.60948,0.16227,0.01753,-0.08294,0.98225,-0.81254,-0.30683,3.31496,0.72454,1.50682,-0.91351,1.02782,0.83883,-1.39612,2.03693,-1.55367,-1.14922,2.13583,2.07527
0.52000,0.02805,-0.01067,0.28728,-0.01004,-0.00902,-0.01087,0.99985,-0.10909,0.74916,-1.53497,0.07231,1.02085,-1.77083,-0.07656,1.01135,-1.60334,0.08018,0.72123,-1.63667,0.15803,-0.04239,-0.02366,0.30934,-0.16474,0.26081,-0.35148,0.85390,-0.09294,0.53529,2.24544,0.22200,0.86460,1.01838,0.19869,-0.04168,0.64977,-0.16754
0.56000,0.03445,-0.01219,0.28484,0.01089,-0.01637,-0.00447,0.99980,-0.15476,0.79636,-1.54618,0.01958,1.28178,-2.16385,-0.18602,1.07141,-1.81918,0.05029,0.75881,-1.65291,0.15484,-0.05953,0.00104,0.15231,-0.37090,0.40827,-0.18959,0.84204,0.44829,1.47811,2.51702,-1.21738,-2.33207,-0.94507,-1.50692,0.27304,0.76732,-0.16506
